Key,Game_Date,Game_Month,Game_Day_of_Week,Team,Opponent,Opponent_Division,Game_Result,Runs_Scored,Runs_Scored_Metric,Hits,Hits_Metric,Doubles,Triples,Home_Runs,Home_Runs_Metric,Extra_Base_Hits,Extra_Base_Hits_Metric,Walks,Strikeouts,Walks_Minus_Strikeouts,Walks_Minus_Strikeouts_Metric
437,2018-08-05,August,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,6,17,-11,Strikeouts > Walks
438,2018-08-07,August,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,10,Runs_Scored >= 10,9,Hits > 3 but <= 9,2,1,3,Home_Runs > 1,6,Extra_Base_Hits > 5,5,8,-3,Strikeouts > Walks
439,2018-08-08,August,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,10,Runs_Scored >= 10,12,Hits >= 10,6,0,1,Home_Runs = 1,7,Extra_Base_Hits > 5,8,6,2,Walks > Strikeouts
440,2018-08-09,August,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,5,Runs_Scored = 4 or 5,10,Hits >= 10,1,1,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,4,5,-1,Strikeouts > Walks
441,2018-08-10,August,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,19,Runs_Scored >= 10,16,Hits >= 10,5,1,3,Home_Runs > 1,9,Extra_Base_Hits > 5,10,6,4,Walks > Strikeouts
442,2018-08-11,August,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
443,2018-08-11,August,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,7,Hits > 3 but <= 9,1,1,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,6,7,-1,Strikeouts > Walks
444,2018-08-12,August,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,2,9,-7,Strikeouts > Walks
445,2018-08-14,August,Tuesday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,1,2,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
446,2018-08-15,August,Wednesday,Boston Red Sox,Philadelphia Phillies,National League (NL) East,0,4,Runs_Scored = 4 or 5,10,Hits >= 10,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
447,2018-08-17,August,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,11,Hits >= 10,5,1,0,Home_Runs = 0,6,Extra_Base_Hits > 5,2,2,0,Walks = Strikeouts
448,2018-08-18,August,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,5,Runs_Scored = 4 or 5,4,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
449,2018-08-19,August,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,0,Runs_Scored <= 1,2,Hits <= 3,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
450,2018-08-20,August,Monday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,0,4,Runs_Scored = 4 or 5,13,Hits >= 10,4,0,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
451,2018-08-21,August,Tuesday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,0,3,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,0,9,-9,Strikeouts > Walks
452,2018-08-22,August,Wednesday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,1,10,Runs_Scored >= 10,14,Hits >= 10,2,0,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,3,10,-7,Strikeouts > Walks
453,2018-08-23,August,Thursday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,12,Hits >= 10,4,0,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,6,7,-1,Strikeouts > Walks
454,2018-08-24,August,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,3,Runs_Scored = 2 or 3,13,Hits >= 10,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,3,11,-8,Strikeouts > Walks
455,2018-08-25,August,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,1,6,-5,Strikeouts > Walks
456,2018-08-26,August,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,1,Runs_Scored <= 1,3,Hits <= 3,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,9,-7,Strikeouts > Walks
457,2018-08-28,August,Tuesday,Boston Red Sox,Miami Marlins,National League (NL) East,1,8,Runs_Scored > 5 but <= 9,12,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,6,3,3,Walks > Strikeouts
458,2018-08-29,August,Wednesday,Boston Red Sox,Miami Marlins,National League (NL) East,1,14,Runs_Scored >= 10,16,Hits >= 10,4,1,2,Home_Runs > 1,7,Extra_Base_Hits > 5,3,6,-3,Strikeouts > Walks
459,2018-08-30,August,Thursday,Boston Red Sox,Chicago White Sox,American League (AL) Central,1,9,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,5,11,-6,Strikeouts > Walks
460,2018-08-31,August,Friday,Boston Red Sox,Chicago White Sox,American League (AL) Central,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
461,2018-09-01,September,Saturday,Boston Red Sox,Chicago White Sox,American League (AL) Central,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,1,1,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,2,5,-3,Strikeouts > Walks
462,2018-09-02,September,Sunday,Boston Red Sox,Chicago White Sox,American League (AL) Central,0,0,Runs_Scored <= 1,5,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,3,12,-9,Strikeouts > Walks
463,2018-09-03,September,Monday,Boston Red Sox,Atlanta Braves,National League (NL) East,1,8,Runs_Scored > 5 but <= 9,10,Hits >= 10,5,0,0,Home_Runs = 0,5,Extra_Base_Hits > 0 but <= 5,6,8,-2,Strikeouts > Walks
464,2018-09-04,September,Tuesday,Boston Red Sox,Atlanta Braves,National League (NL) East,1,5,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,9,7,2,Walks > Strikeouts
465,2018-09-05,September,Wednesday,Boston Red Sox,Atlanta Braves,National League (NL) East,1,9,Runs_Scored > 5 but <= 9,11,Hits >= 10,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,4,8,-4,Strikeouts > Walks
466,2018-09-07,September,Friday,Boston Red Sox,Houston Astros,American League (AL) West,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,4,11,-7,Strikeouts > Walks
467,2018-09-08,September,Saturday,Boston Red Sox,Houston Astros,American League (AL) West,0,3,Runs_Scored = 2 or 3,10,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
468,2018-09-09,September,Sunday,Boston Red Sox,Houston Astros,American League (AL) West,1,6,Runs_Scored > 5 but <= 9,14,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
469,2018-09-11,September,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,7,Hits > 3 but <= 9,1,1,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,4,6,-2,Strikeouts > Walks
470,2018-09-12,September,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,5,6,-1,Strikeouts > Walks
471,2018-09-13,September,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,1,7,-6,Strikeouts > Walks
472,2018-09-14,September,Friday,Boston Red Sox,New York Mets,National League (NL) East,0,0,Runs_Scored <= 1,4,Hits > 3 but <= 9,0,0,0,Home_Runs = 0,0,Extra_Base_Hits = 0,3,8,-5,Strikeouts > Walks
473,2018-09-15,September,Saturday,Boston Red Sox,New York Mets,National League (NL) East,1,5,Runs_Scored = 4 or 5,10,Hits >= 10,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,4,9,-5,Strikeouts > Walks
474,2018-09-16,September,Sunday,Boston Red Sox,New York Mets,National League (NL) East,1,4,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,1,13,-12,Strikeouts > Walks
475,2018-09-18,September,Tuesday,Boston Red Sox,New York Yankees,American League (AL) East,0,2,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,1,1,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,4,7,-3,Strikeouts > Walks
476,2018-09-19,September,Wednesday,Boston Red Sox,New York Yankees,American League (AL) East,0,1,Runs_Scored <= 1,9,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
477,2018-09-20,September,Thursday,Boston Red Sox,New York Yankees,American League (AL) East,1,11,Runs_Scored >= 10,13,Hits >= 10,3,0,3,Home_Runs > 1,6,Extra_Base_Hits > 5,4,12,-8,Strikeouts > Walks
478,2018-09-21,September,Friday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,13,Hits >= 10,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,4,3,1,Walks > Strikeouts
479,2018-09-22,September,Saturday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,0,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,6,11,-5,Strikeouts > Walks
480,2018-09-23,September,Sunday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,7,7,0,Walks = Strikeouts
481,2018-09-24,September,Monday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,5,7,-2,Strikeouts > Walks
482,2018-09-26,September,Wednesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,19,Runs_Scored >= 10,22,Hits >= 10,9,0,5,Home_Runs > 1,14,Extra_Base_Hits > 5,3,7,-4,Strikeouts > Walks
483,2018-09-26,September,Wednesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,3,Runs_Scored = 2 or 3,6,Hits > 3 but <= 9,1,1,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,5,6,-1,Strikeouts > Walks
484,2018-09-28,September,Friday,Boston Red Sox,New York Yankees,American League (AL) East,0,6,Runs_Scored > 5 but <= 9,6,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,7,9,-2,Strikeouts > Walks
485,2018-09-29,September,Saturday,Boston Red Sox,New York Yankees,American League (AL) East,0,5,Runs_Scored = 4 or 5,10,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,5,14,-9,Strikeouts > Walks
486,2018-09-30,September,Sunday,Boston Red Sox,New York Yankees,American League (AL) East,1,10,Runs_Scored >= 10,13,Hits >= 10,5,0,2,Home_Runs > 1,7,Extra_Base_Hits > 5,5,11,-6,Strikeouts > Walks
487,2019-03-28,March,Thursday,Boston Red Sox,Seattle Mariners,American League (AL) West,0,4,Runs_Scored = 4 or 5,11,Hits >= 10,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,1,8,-7,Strikeouts > Walks
488,2019-03-29,March,Friday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,7,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,1,0,4,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,3,8,-5,Strikeouts > Walks
489,2019-03-30,March,Saturday,Boston Red Sox,Seattle Mariners,American League (AL) West,0,5,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,11,-8,Strikeouts > Walks
490,2019-03-31,March,Sunday,Boston Red Sox,Seattle Mariners,American League (AL) West,0,8,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,8,4,4,Walks > Strikeouts
491,2019-04-01,April,Monday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,0,Runs_Scored <= 1,4,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,2,11,-9,Strikeouts > Walks
492,2019-04-02,April,Tuesday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,0,Runs_Scored <= 1,7,Hits > 3 but <= 9,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,1,9,-8,Strikeouts > Walks
493,2019-04-03,April,Wednesday,Boston Red Sox,Oakland Athletics,American League (AL) West,1,6,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,2,1,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
494,2019-04-04,April,Thursday,Boston Red Sox,Oakland Athletics,American League (AL) West,0,3,Runs_Scored = 2 or 3,10,Hits >= 10,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,5,7,-2,Strikeouts > Walks
495,2019-04-05,April,Friday,Boston Red Sox,Arizona Diamondbacks,National League (NL) West,0,8,Runs_Scored > 5 but <= 9,12,Hits >= 10,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,3,5,-2,Strikeouts > Walks
496,2019-04-06,April,Saturday,Boston Red Sox,Arizona Diamondbacks,National League (NL) West,0,4,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,6,7,-1,Strikeouts > Walks
497,2019-04-07,April,Sunday,Boston Red Sox,Arizona Diamondbacks,National League (NL) West,1,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,2,10,-8,Strikeouts > Walks
498,2019-04-09,April,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,5,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,2,0,2,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
499,2019-04-11,April,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,7,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,8,9,-1,Strikeouts > Walks
500,2019-04-12,April,Friday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,11,Hits >= 10,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,1,4,-3,Strikeouts > Walks
501,2019-04-13,April,Saturday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,5,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,5,6,-1,Strikeouts > Walks
502,2019-04-14,April,Sunday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,4,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,1,9,-8,Strikeouts > Walks
503,2019-04-15,April,Monday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,1,Runs_Scored <= 1,4,Hits > 3 but <= 9,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,3,4,-1,Strikeouts > Walks
504,2019-04-16,April,Tuesday,Boston Red Sox,New York Yankees,American League (AL) East,0,0,Runs_Scored <= 1,3,Hits <= 3,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,1,12,-11,Strikeouts > Walks
505,2019-04-17,April,Wednesday,Boston Red Sox,New York Yankees,American League (AL) East,0,3,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
506,2019-04-19,April,Friday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,2,0,3,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,2,9,-7,Strikeouts > Walks
507,2019-04-20,April,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,8,Hits > 3 but <= 9,3,0,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,4,11,-7,Strikeouts > Walks
508,2019-04-21,April,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,1,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,8,12,-4,Strikeouts > Walks
509,2019-04-23,April,Tuesday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,4,Runs_Scored = 4 or 5,5,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,2,6,-4,Strikeouts > Walks
510,2019-04-23,April,Tuesday,Boston Red Sox,Detroit Tigers,American League (AL) Central,0,2,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,6,7,-1,Strikeouts > Walks
511,2019-04-24,April,Wednesday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,11,Runs_Scored >= 10,12,Hits >= 10,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,10,7,3,Walks > Strikeouts
512,2019-04-25,April,Thursday,Boston Red Sox,Detroit Tigers,American League (AL) Central,1,7,Runs_Scored > 5 but <= 9,10,Hits >= 10,6,0,1,Home_Runs = 1,7,Extra_Base_Hits > 5,3,6,-3,Strikeouts > Walks
513,2019-04-27,April,Saturday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,1,Runs_Scored <= 1,5,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,7,11,-4,Strikeouts > Walks
514,2019-04-28,April,Sunday,Boston Red Sox,Tampa Bay Rays,American League (AL) East,0,2,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,1,10,-9,Strikeouts > Walks
515,2019-04-29,April,Monday,Boston Red Sox,Oakland Athletics,American League (AL) West,1,9,Runs_Scored > 5 but <= 9,12,Hits >= 10,3,0,0,Home_Runs = 0,3,Extra_Base_Hits > 0 but <= 5,5,6,-1,Strikeouts > Walks
516,2019-04-30,April,Tuesday,Boston Red Sox,Oakland Athletics,American League (AL) West,1,5,Runs_Scored = 4 or 5,7,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,3,7,-4,Strikeouts > Walks
517,2019-05-01,May,Wednesday,Boston Red Sox,Oakland Athletics,American League (AL) West,1,7,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,4,5,-1,Strikeouts > Walks
518,2019-05-02,May,Thursday,Boston Red Sox,Chicago White Sox,American League (AL) Central,0,4,Runs_Scored = 4 or 5,8,Hits > 3 but <= 9,0,0,1,Home_Runs = 1,1,Extra_Base_Hits > 0 but <= 5,7,10,-3,Strikeouts > Walks
519,2019-05-03,May,Friday,Boston Red Sox,Chicago White Sox,American League (AL) Central,1,6,Runs_Scored > 5 but <= 9,11,Hits >= 10,1,0,2,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,6,7,-1,Strikeouts > Walks
520,2019-05-04,May,Saturday,Boston Red Sox,Chicago White Sox,American League (AL) Central,1,15,Runs_Scored >= 10,21,Hits >= 10,5,0,4,Home_Runs > 1,9,Extra_Base_Hits > 5,5,8,-3,Strikeouts > Walks
521,2019-05-05,May,Sunday,Boston Red Sox,Chicago White Sox,American League (AL) Central,1,9,Runs_Scored > 5 but <= 9,9,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,9,10,-1,Strikeouts > Walks
522,2019-05-06,May,Monday,Boston Red Sox,Baltimore Orioles,American League (AL) East,0,1,Runs_Scored <= 1,3,Hits <= 3,1,0,0,Home_Runs = 0,1,Extra_Base_Hits > 0 but <= 5,0,6,-6,Strikeouts > Walks
523,2019-05-07,May,Tuesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,7,Hits > 3 but <= 9,0,0,3,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,8,11,-3,Strikeouts > Walks
524,2019-05-08,May,Wednesday,Boston Red Sox,Baltimore Orioles,American League (AL) East,1,2,Runs_Scored = 2 or 3,8,Hits > 3 but <= 9,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,5,11,-6,Strikeouts > Walks
525,2019-05-10,May,Friday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,14,Runs_Scored >= 10,15,Hits >= 10,5,0,3,Home_Runs > 1,8,Extra_Base_Hits > 5,3,7,-4,Strikeouts > Walks
526,2019-05-11,May,Saturday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,9,Runs_Scored > 5 but <= 9,10,Hits >= 10,0,0,2,Home_Runs > 1,2,Extra_Base_Hits > 0 but <= 5,11,8,3,Walks > Strikeouts
527,2019-05-12,May,Sunday,Boston Red Sox,Seattle Mariners,American League (AL) West,1,11,Runs_Scored >= 10,12,Hits >= 10,3,0,2,Home_Runs > 1,5,Extra_Base_Hits > 0 but <= 5,8,7,1,Walks > Strikeouts
528,2019-05-14,May,Tuesday,Boston Red Sox,Colorado Rockies,National League (NL) West,0,4,Runs_Scored = 4 or 5,9,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,4,10,-6,Strikeouts > Walks
529,2019-05-15,May,Wednesday,Boston Red Sox,Colorado Rockies,National League (NL) West,1,6,Runs_Scored > 5 but <= 9,13,Hits >= 10,2,1,1,Home_Runs = 1,4,Extra_Base_Hits > 0 but <= 5,5,8,-3,Strikeouts > Walks
530,2019-05-17,May,Friday,Boston Red Sox,Houston Astros,American League (AL) West,0,1,Runs_Scored <= 1,9,Hits > 3 but <= 9,4,0,0,Home_Runs = 0,4,Extra_Base_Hits > 0 but <= 5,2,12,-10,Strikeouts > Walks
531,2019-05-18,May,Saturday,Boston Red Sox,Houston Astros,American League (AL) West,0,3,Runs_Scored = 2 or 3,5,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,5,3,2,Walks > Strikeouts
532,2019-05-19,May,Sunday,Boston Red Sox,Houston Astros,American League (AL) West,1,4,Runs_Scored = 4 or 5,11,Hits >= 10,2,0,1,Home_Runs = 1,3,Extra_Base_Hits > 0 but <= 5,0,3,-3,Strikeouts > Walks
533,2019-05-20,May,Monday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,12,Runs_Scored >= 10,16,Hits >= 10,3,0,4,Home_Runs > 1,7,Extra_Base_Hits > 5,4,6,-2,Strikeouts > Walks
534,2019-05-21,May,Tuesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,0,3,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,0,0,3,Home_Runs > 1,3,Extra_Base_Hits > 0 but <= 5,8,10,-2,Strikeouts > Walks
535,2019-05-22,May,Wednesday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,6,Runs_Scored > 5 but <= 9,10,Hits >= 10,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,5,9,-4,Strikeouts > Walks
536,2019-05-23,May,Thursday,Boston Red Sox,Toronto Blue Jays,American League (AL) East,1,8,Runs_Scored > 5 but <= 9,15,Hits >= 10,4,0,1,Home_Runs = 1,5,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
537,2019-05-24,May,Friday,Boston Red Sox,Houston Astros,American League (AL) West,0,3,Runs_Scored = 2 or 3,7,Hits > 3 but <= 9,1,0,3,Home_Runs > 1,4,Extra_Base_Hits > 0 but <= 5,3,14,-11,Strikeouts > Walks
538,2019-05-25,May,Saturday,Boston Red Sox,Houston Astros,American League (AL) West,0,3,Runs_Scored = 2 or 3,9,Hits > 3 but <= 9,2,0,0,Home_Runs = 0,2,Extra_Base_Hits > 0 but <= 5,3,10,-7,Strikeouts > Walks
539,2019-05-26,May,Sunday,Boston Red Sox,Houston Astros,American League (AL) West,1,4,Runs_Scored = 4 or 5,6,Hits > 3 but <= 9,1,0,1,Home_Runs = 1,2,Extra_Base_Hits > 0 but <= 5,2,8,-6,Strikeouts > Walks
540,2019-05-27,May,Monday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,1,12,Runs_Scored >= 10,13,Hits >= 10,4,0,3,Home_Runs > 1,7,Extra_Base_Hits > 5,4,10,-6,Strikeouts > Walks
541,2019-05-28,May,Tuesday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,0,5,Runs_Scored = 4 or 5,10,Hits >= 10,4,1,0,Home_Runs = 0,5,Extra_Base_Hits > 0 but <= 5,2,7,-5,Strikeouts > Walks
542,2019-05-29,May,Wednesday,Boston Red Sox,Cleveland Guardians (Indians),American League (AL) Central,0,9,Runs_Scored > 5 but <= 9,14,Hits >= 10,4,0,4,Home_Runs > 1,8,Extra_Base_Hits > 5,1,12,-11,Strikeouts > Walks
